num_age,num_annual_income,num_contract_tenure_years,num_years_with_license,num_vehicle_age,num_annual_mileage,num_previous_claims_count,num_late_payments_count,num_credit_score,num_household_size,num_insured_value,num_monthly_premium,cat_region,cat_vehicle_type,cat_fuel_type,cat_coverage_level,cat_payment_frequency,cat_home_ownership,cat_profession_segment,cat_prior_fraud_flag,text_feature,target,num_irrelevant_0,num_irrelevant_1,num_irrelevant_2,num_irrelevant_3,num_irrelevant_4,num_duplicate_0,num_duplicate_1,num_constant_0,num_collinear_0,num_collinear_1,num_collinear_2
,8000.0,4.0,58.0,,13211.945900099956,0.0,1.0,,5.0,,35.61655028027321,urbain,suv,hybride,,mensuel,proprietaire,independant,non,,0,-0.05669012255969456,,,-0.37793369175154307,0.9879012569223554,76.00060758935346,,1.0,69.980655798426,5473.568414238847,6.698706769735945
,,24.0,41.0,20.0,,0.0,0.0,524.2689589509027,3.0,35714.25046067219,,,berline,electrique,tiers,trimestriel,locataire,cadre,non,"Les éléments déclaratifs ont été consolidés dans le dossier. L'ancienneté du contrat peut être qualifiée de ancienne. Les informations contractuelles sont cohérentes avec la demande en cours. Les informations disponibles sont compatibles avec une analyse automatisée. Le dossier a fait l'objet d'une revue selon le processus standard. Mots-clés dossier : token_33, souscription, token_45.",0,1.3274141154453754,-1.6043140272873815,-0.15325769197533193,-1.1520019329320974,,64.99936168972292,22463.355909163434,1.0,59.43596370062431,21395.825848133325,21.777143402808537
44.0,56606.44819241182,19.0,21.0,11.0,19868.679939451522,0.0,1.0,767.5257092268636,5.0,19744.950637365473,21.49729366804422,periurbain,sport,essence,tiers,mensuel,locataire,employe,,"Le client présente un comportement de paiement régulier. Le gestionnaire a intégré les mises à jour du profil assuré. Mots-clés dossier : token_1, vigilance, usage. Le profil semble stable au regard de l'historique disponible. Le gestionnaire a intégré les mises à jour du profil assuré. Le profil de conduite est rapproché d'un usage intensif. Les informations contractuelles sont cohérentes avec la demande en cours.",0,-1.2398003360411491,0.6926183799814896,0.9514821115394039,-0.29926870239212217,,43.99978033034695,56606.448392212544,,43.6853577589191,50770.70111838382,
,,1.0,59.0,0.0,19793.53814128534,,1.0,689.0852438283555,5.0,,76.04358137949879,periurbain,,diesel,tiers,mensuel,locataire,employe,non,"Mots-clés dossier : tarification, token_46, token_72. Le dossier de souscription est associé à un canal web. Les informations contractuelles sont cohérentes avec la demande en cours. L'ancienneté du contrat peut être qualifiée de récente. Le gestionnaire a intégré les mises à jour du profil assuré.",1,1.0987241359272308,-0.3794976782778865,-1.0529321536991625,,0.07366050335338913,80.0017829890161,25136.783002252214,1.0,69.25713966347182,,-0.5048976355623537
55.0,68945.5166002684,10.0,36.0,9.0,18366.834742983745,2.0,,,5.0,6963.1442377567655,101.27408486105678,urbain,utilitaire,hybride,,mensuel,proprietaire,retraite,non,"Le véhicule couvert est de type utilitaire. Le dossier a fait l'objet d'une revue selon le processus standard. Le client réside principalement en zone urbain. Le type de contrat principal ressort comme auto. Les éléments déclaratifs ont été consolidés dans le dossier. Le client réside principalement en zone urbain. Mots-clés dossier : exposition, token_32, kilométrage.",1,-0.17420911744254286,0.22819135574567243,0.61012866755006,1.2907920736219558,-0.11400785863959578,54.99929880659001,68945.5160659205,1.0,50.09738890307681,,9.243053268041947
,22855.685354620655,,47.0,0.0,,1.0,0.0,718.5711798114517,,10548.146285545597,85.35542186450688,rural,citadine,hybride,tiers_plus,mensuel,proprietaire,,non,"Le client présente un comportement de paiement régulier. Mots-clés dossier : token_0, token_14, surprime. Le dossier a fait l'objet d'une revue selon le processus standard. Les informations disponibles sont compatibles avec une analyse automatisée. Le risque observé reste contenu dans les standards du portefeuille. L'ancienneté du contrat peut être qualifiée de ancienne.",0,-0.9886422142715856,,1.6221628473642202,2.16193555149066,-0.04836037769683403,,22855.684159464254,1.0,62.70526591590895,21684.540514150103,13.555719693986102
24.0,,17.0,,7.0,7497.933269910327,0.0,0.0,753.5982325985987,1.0,20591.685152095604,95.3154545736209,periurbain,,,tous_risques,trimestriel,,,,,0,0.8807467954163901,2.684771587303723,-0.45722601950316905,0.7828684810669224,,,,1.0,21.89902726631769,46775.71554005688,15.165208751754072
30.0,34589.16036436845,0.0,11.0,,1000.0,1.0,0.0,848.2329552504721,2.0,9272.475754779312,67.24896239625845,rural,suv,essence,tiers,annuel,,cadre,oui,,1,0.42156439728858963,,0.8556287310695978,2.1039322305079105,-0.40296351372969136,29.999192819688485,34589.16095265815,1.0,24.80776831192829,33704.12393876953,-0.22712168691134935
55.0,43352.94305734263,2.0,36.0,17.0,,1.0,1.0,708.1063669742488,3.0,24478.854012860047,87.46489052155476,,citadine,essence,tiers,trimestriel,locataire,independant,non,"Le dossier a fait l'objet d'une revue selon le processus standard. L'ancienneté du contrat peut être qualifiée de intermédiaire. Les informations contractuelles sont cohérentes avec la demande en cours. Mots-clés dossier : token_54, incident, token_1. Les informations contractuelles sont cohérentes avec la demande en cours. Les informations contractuelles sont cohérentes avec la demande en cours. Le niveau de paiement observé est globalement correct. Le niveau de paiement observé est globalement correct.",1,-1.3116580167111607,0.42070906590457463,-0.13188064513722003,,,,43352.944012476844,1.0,,37909.020935997905,1.6596527967297567
68.0,,,40.0,7.0,14144.452857371742,0.0,,582.3308052303812,6.0,27529.453188608477,,periurbain,citadine,diesel,tiers_plus,annuel,proprietaire,etudiant,non,"Le niveau de paiement observé est régulier. Le véhicule assuré présente une ancienneté intermédiaire. Le véhicule assuré présente une ancienneté intermédiaire. Les éléments déclaratifs ont été consolidés dans le dossier. Le client présente un comportement de paiement régulier. Mots-clés dossier : token_63, token_49, token_9. Le profil semble stable au regard de l'historique disponible.",0,2.2867882489216496,0.5803705926287427,0.389413814066287,0.46083300787287157,1.7767137556184631,,19425.83973393095,,59.440336390389646,16069.495897628174,8.462676928951755
,10300.679926520956,,62.0,,,0.0,0.0,759.5933306075827,1.0,,,urbain,citadine,electrique,tous_risques,trimestriel,locataire,employe,non,,0,,-1.274046992916462,-0.9378947350236498,0.3039158752076686,,82.00197717383318,10300.680558919905,1.0,,10187.028685865953,
23.0,48408.793076102236,24.0,1.0,9.0,,1.0,1.0,665.2464248284203,2.0,20046.314447327844,48.224650042811774,,suv,essence,,trimestriel,,cadre,,,0,-1.3290750080082627,-0.500011827908918,1.020938388343238,-0.35336350424702895,-1.3225401739480072,23.000022396211225,48408.7936066264,,,42902.6282631074,20.774606940982533
76.0,,19.0,,3.0,11597.412959076115,,1.0,729.1704896848217,2.0,6026.567431023284,54.03522862920971,periurbain,berline,diesel,tiers_plus,mensuel,,,non,"Le dossier ne montre pas de fréquence élevée de sinistres. Les informations disponibles sont compatibles avec une analyse automatisée. Le profil de conduite est rapproché d'un usage classique. Mots-clés dossier : token_59, token_77, token_51. Le profil semble stable au regard de l'historique disponible.",0,-0.036564334312145765,0.22992340111967352,-1.7317084523132464,0.10186089140099902,0.685746334328911,75.99995449751653,27531.077223108736,,69.03898761827834,,17.07406062212115
46.0,21300.91118183767,9.0,23.0,17.0,18794.05426937397,0.0,0.0,555.899837196358,1.0,27334.19395308217,53.79733646075796,,berline,diesel,,mensuel,locataire,,non,"Le dossier de souscription est associé à un canal web. Mots-clés dossier : token_0, token_50, token_35. La fiche client a été révisée lors du dernier contrôle qualité. Le gestionnaire a intégré les mises à jour du profil assuré. Les informations contractuelles sont cohérentes avec la demande en cours. L'historique de sinistres est décrit comme sans antécédent récent. L'ancienneté du contrat peut être qualifiée de ancienne.",0,,,1.4783018645843007,0.746998995684539,-0.5907441437611993,45.99983771787746,,1.0,,64696.90447619807,
82.0,18315.314424031716,18.0,58.0,10.0,17180.754335037913,0.0,0.0,648.7784652693002,1.0,12962.792223844011,84.28448783302281,periurbain,citadine,essence,tous_risques,,proprietaire,employe,non,"Les informations disponibles sont compatibles avec une analyse automatisée. Aucun élément majeur de vigilance n'est identifié à ce stade. L'ancienneté contractuelle contribue à un profil plutôt maîtrisé. L'historique de sinistres est décrit comme sans antécédent récent. Mots-clés dossier : souscription, token_34, token_57.",0,0.5760183642692006,-0.3506264695322113,-0.1126412761281243,1.3388293141776102,0.21310224181627177,82.00003526318885,18315.314748099296,,71.15847965141835,,
44.0,19279.42781954545,11.0,18.0,2.0,7429.727832007836,1.0,0.0,474.0640570908961,2.0,16851.2744673479,98.90245393875077,rural,berline,,tous_risques,annuel,,independant,,"L'ancienneté du contrat peut être qualifiée de ancienne. Le contexte socioprofessionnel est associé à la catégorie independant. Mots-clés dossier : token_49, token_52, token_19. Le risque observé reste contenu dans les standards du portefeuille. Le véhicule couvert est de type berline. Le dossier ne montre pas de fréquence élevée de sinistres.",0,-0.10140000123547682,,0.567803097540379,1.036509193606978,-0.8277750034905645,44.000649164233266,19279.427525112227,,41.054865124767765,,7.868056808782493
,57651.62656077504,23.0,55.0,2.0,8300.01389732217,2.0,0.0,790.359450402739,5.0,28387.73054856238,70.02439582923245,periurbain,suv,essence,tiers,trimestriel,proprietaire,sans_emploi,non,"Mots-clés dossier : token_20, échéance, token_59. Les informations disponibles sont compatibles avec une analyse automatisée. La fiche client a été révisée lors du dernier contrôle qualité. Le contexte socioprofessionnel est associé à la catégorie sans_emploi. Le contexte socioprofessionnel est associé à la catégorie sans_emploi. Le véhicule assuré présente une ancienneté faible.",0,-0.4105797828145346,,,-0.5751509388387658,1.937702796772859,79.99838747239212,,1.0,72.26421930682744,,20.235347722893238
31.0,21237.707524060126,1.0,11.0,18.0,6550.320253605321,2.0,,,6.0,37298.17934402793,,rural,utilitaire,diesel,tous_risques,mensuel,locataire,cadre,non,"Le gestionnaire a intégré les mises à jour du profil assuré. La fiche client a été révisée lors du dernier contrôle qualité. Les éléments déclaratifs ont été consolidés dans le dossier. Mots-clés dossier : token_39, token_30, retard. L'historique de sinistres est décrit comme répété.",1,,-0.44671294062811107,-1.2422514322439735,-0.3279799640727315,,31.000689134862,21237.706130170915,1.0,29.279368790881286,16266.132655035906,
41.0,27320.43447949549,,,12.0,,1.0,0.0,644.8414634112862,2.0,9080.437226144202,81.90729392560189,rural,utilitaire,essence,tous_risques,annuel,proprietaire,employe,,"Les éléments déclaratifs ont été consolidés dans le dossier. La fiche client a été révisée lors du dernier contrôle qualité. Le véhicule assuré présente une ancienneté élevée. Le client réside principalement en zone rural. Mots-clés dossier : token_53, fréquence, avenant. Le dossier a fait l'objet d'une revue selon le processus standard.",0,,0.9987292566528814,-1.244793915326268,-3.8539175559487178,0.43971340523062297,41.00074575812175,27320.43352476435,1.0,91.56154316535647,81555.10565765199,
81.0,,1.0,54.0,,7512.52700850126,1.0,0.0,538.768078207435,,25446.85163971754,54.94342235065278,,berline,,,,locataire,,non,,0,-0.9707773643832442,-1.1234612743132453,-0.0687317220091444,1.3611102685729983,,80.99928582418235,67466.9504626877,1.0,71.43413568803548,60399.97242621975,0.2775541115680239
84.0,29082.94565867554,15.0,58.0,19.0,15299.115526298194,1.0,0.0,805.6102524603116,6.0,,58.00441887660914,periurbain,,essence,,trimestriel,locataire,employe,,,0,,1.2090079989338687,,,-1.6609971129209329,84.00050479550588,,1.0,75.1591050652911,27946.752709610853,13.87664098788673
24.0,,14.0,,,,1.0,1.0,553.6286868798386,1.0,15965.847280390648,25.161848769281143,,citadine,,tiers_plus,annuel,proprietaire,etudiant,non,"Le client réside principalement en zone periurbain. Le gestionnaire a intégré les mises à jour du profil assuré. Le profil ressort comme plus exposé que la moyenne du portefeuille. Mots-clés dossier : token_39, token_34, token_58. Une fréquence de sinistres supérieure à la moyenne est observée.",1,-0.5548141098410594,2.3855535095693075,1.0882010064860517,0.8536604756795884,2.2802067507280386,23.999639585226603,35909.49675973653,1.0,,,12.55085755646548
,41882.414431666,17.0,3.0,11.0,14513.791744397871,0.0,0.0,773.2475240447076,,8607.12690262269,32.09613747153453,rural,citadine,,,mensuel,locataire,employe,non,"Le client présente un comportement de paiement régulier. Le niveau de garantie demandé correspond à une formule tous_risques. Les informations disponibles sont compatibles avec une analyse automatisée. L'ancienneté contractuelle contribue à un profil plutôt maîtrisé. Les informations contractuelles sont cohérentes avec la demande en cours. Mots-clés dossier : token_45, token_77, token_68. Les informations disponibles sont compatibles avec une analyse automatisée. Le client réside principalement en zone rural.",0,1.3304859857596092,0.8569088760401292,-0.5715469138303767,0.28770735885323045,-0.3062819931739224,,41882.416908150124,1.0,,37765.044528349594,15.09059664155221
18.0,31264.01456424814,24.0,0.0,17.0,13288.797942198675,0.0,0.0,1919.338995692264,5.0,16821.95443645054,20.976778077805932,periurbain,berline,diesel,tous_risques,annuel,locataire,independant,non,"Le gestionnaire a intégré les mises à jour du profil assuré. La fiche client a été révisée lors du dernier contrôle qualité. Mots-clés dossier : token_8, token_72, surprime. Les informations disponibles sont compatibles avec une analyse automatisée. Le gestionnaire a intégré les mises à jour du profil assuré.",0,-1.9655036196154652,-0.6266069893279643,0.4923946720094659,-0.3087781725841326,-0.5783071107185053,17.999995667968008,31264.014340035967,1.0,16.158036758506565,27401.380778377636,21.460479174708464
81.0,24989.973804643745,-6.57824563912281,60.0,8.0,19383.279357561958,1.0,0.0,1846.2365120929494,2.0,,,periurbain,citadine,electrique,tous_risques,annuel,locataire,employe,,"Mots-clés dossier : véhicule, token_14, retard. L'historique de sinistres est décrit comme ponctuel. Le profil semble stable au regard de l'historique disponible. Le véhicule assuré présente une ancienneté intermédiaire. Le dossier ne montre pas de fréquence élevée de sinistres.",0,-0.48748177963392814,-0.4098167663701107,,-1.4305693076538475,1.5098154533253678,272.39414630402484,24989.9728676139,,72.04836441749282,,
,,22.0,,2.0,15894.264143334776,0.0,0.0,,4.0,11204.93084134801,83.26280549779838,periurbain,berline,essence,tiers_plus,mensuel,proprietaire,employe,non,"Le profil semble stable au regard de l'historique disponible. Le niveau de paiement observé est régulier. L'ancienneté du contrat peut être qualifiée de ancienne. L'ancienneté contractuelle contribue à un profil plutôt maîtrisé. Mots-clés dossier : vigilance, token_26, exposition.",0,0.9806266919335442,0.23453579081165749,0.5821417918011058,-1.6086521940518195,0.2445578706887993,39.00060305520681,56462.15727115911,1.0,36.089651696232316,53283.12279448915,20.728776064331417
,41117.29122970732,,27.0,6.0,-3722.811038081745,1.0,0.0,,2.0,,23.01687251966569,periurbain,citadine,essence,tiers,mensuel,proprietaire,,non,"Mots-clés dossier : token_19, token_48, token_79. La fiche client a été révisée lors du dernier contrôle qualité. Le risque observé reste contenu dans les standards du portefeuille. Le risque observé reste contenu dans les standards du portefeuille. Le niveau de paiement observé est régulier. Le dossier de souscription est associé à un canal web.",0,-2.4993924395957783,-0.22969169451899304,,0.71152521849563,-0.009815008299182458,53.99954926562553,,,48.545175969499276,36812.38478039905,12.09702296272466
85.0,25928.102325347034,16.0,,6.0,,,,,2.0,18314.460723303353,89.6885525942994,urbain,suv,essence,tiers,mensuel,locataire,employe,non,,0,,-0.33394793289739955,-1.0789472587607751,-0.5383293941775514,1.6566078787164642,291.15004319568845,25928.10207724755,1.0,76.66456314338892,,
,13835.23041673009,14.0,55.0,12.0,7095.470992214273,1.0,1.0,676.1639615801352,5.0,8102.059881839432,36.5077008768399,periurbain,berline,diesel,tiers,mensuel,,employe,non,"Le client présente un comportement de paiement régulier. Aucun élément majeur de vigilance n'est identifié à ce stade. Le profil de conduite est rapproché d'un usage classique. Mots-clés dossier : historique, indemnisation, déclaration. L'historique de sinistres est décrit comme ponctuel.",0,,0.7590162389180326,-0.5260805028742754,-0.342532912818839,-0.5372053655043528,,13835.230419761343,1.0,67.45753875240332,13231.503946648663,11.737566084646085
35.0,17477.246982061948,25.0,13.0,15.0,,0.0,0.0,717.0200296200115,5.0,,47.85391405957938,urbain,suv,,tiers,mensuel,,cadre,non,"Mots-clés dossier : token_69, token_25, token_65. Le contexte socioprofessionnel est associé à la catégorie cadre. Le gestionnaire a intégré les mises à jour du profil assuré. Les informations disponibles sont compatibles avec une analyse automatisée. Le véhicule assuré présente une ancienneté élevée. Le véhicule assuré présente une ancienneté élevée. La fiche client a été révisée lors du dernier contrôle qualité. Le contexte socioprofessionnel est associé à la catégorie cadre.",0,0.9988004831908418,-1.5182696087723941,-1.3496264891432344,2.093032381110074,0.2711796270714792,34.999320610730926,17477.24805397265,1.0,33.026241121883245,17019.647820858743,
43.0,19607.273633284436,14.0,18.0,20.0,19468.097028637494,,,576.6203311020988,4.0,11174.899042162844,91.26305309543388,urbain,berline,electrique,tiers,mensuel,proprietaire,,non,"Le client réside principalement en zone urbain. Les informations disponibles sont compatibles avec une analyse automatisée. L'ancienneté du contrat peut être qualifiée de ancienne. Mots-clés dossier : token_24, souscription, token_40. La fiche client a été révisée lors du dernier contrôle qualité. Le gestionnaire a intégré les mises à jour du profil assuré. L'historique de sinistres est décrit comme sans antécédent récent. Le gestionnaire a intégré les mises à jour du profil assuré.",1,0.5410253086047994,0.03868337623028282,-0.9202589174119201,0.04575670977924444,0.9307241925278431,,19607.273690999533,1.0,,17666.68677283572,
74.0,8000.0,11.0,177.3788914126733,13.0,11526.432701733329,2.0,0.0,618.6001499618518,4.0,6841.761633970085,57.83974702077535,rural,suv,hybride,tiers_plus,annuel,,retraite,non,"Le kilométrage annuel déclaré est modéré. Les informations disponibles sont compatibles avec une analyse automatisée. Le gestionnaire a intégré les mises à jour du profil assuré. Les informations disponibles sont compatibles avec une analyse automatisée. Mots-clés dossier : profil, token_6, token_65. Le kilométrage annuel déclaré est modéré.",0,-0.7203212576346186,0.05347859936859885,,0.48807833948083756,-0.6961470207927982,73.9994572292086,7999.999629451628,1.0,67.03235793481144,6672.941800626697,8.730666246069193
51.0,,14.0,27.0,14.0,21547.768284398855,0.0,1.0,668.3017721331729,6.0,16953.02208885038,83.11015923819376,rural,,hybride,tiers,annuel,proprietaire,cadre,non,"Le dossier a fait l'objet d'une revue selon le processus standard. Les informations disponibles sont compatibles avec une analyse automatisée. Les éléments déclaratifs ont été consolidés dans le dossier. Le niveau de paiement observé est globalement correct. Mots-clés dossier : token_70, indemnisation, token_59. Le kilométrage annuel déclaré est élevé.",0,,2.101889671760756,-0.21676508254748436,0.7098281937091138,1.0003442398450673,51.00135112714839,,,48.663589627841475,50006.225422359246,13.183024610077311
29.0,,24.0,,12.0,6832.364292893245,,,535.8912646662736,2.0,3250.0781367736436,,,citadine,essence,tous_risques,mensuel,locataire,cadre,non,,0,0.22548718368660794,2.2527229799760993,0.5462917102814194,-0.08710481770472164,0.012661377888042854,29.000841894049554,37633.61041702638,,26.046914439456785,36311.435073307395,20.851670956853916
,44586.461829011154,5.0,,,26127.599273060543,0.0,0.0,,1.0,,48.35195823922629,periurbain,berline,essence,tous_risques,annuel,proprietaire,employe,non,"Le type de contrat principal ressort comme auto. Mots-clés dossier : responsable, token_14, token_32. Le dossier a fait l'objet d'une revue selon le processus standard. Les informations contractuelles sont cohérentes avec la demande en cours. Le véhicule couvert est de type berline. Les éléments déclaratifs ont été consolidés dans le dossier. Le dossier a fait l'objet d'une revue selon le processus standard.",0,-0.17027918132596637,,-0.34304181160138525,,,82.00082707890861,,1.0,73.37821337717023,40237.963405325565,
57.0,13298.010994352117,,34.0,1.0,3327.541860400739,2.0,,571.8714172449992,5.0,,79.90513406385607,urbain,,diesel,tous_risques,mensuel,proprietaire,,non,,0,1.9703568454258353,,,-1.0186881784006685,-0.8788407050214188,57.00078139403004,13298.011629296161,1.0,,8496.22567040104,11.809533508773312
70.0,28238.276833784206,,,12.0,16555.987495547626,1.0,,666.5619870694843,,2000.0,,,,,tous_risques,mensuel,,,non,"Le client présente un comportement de paiement régulier. Le kilométrage annuel déclaré est modéré. Mots-clés dossier : franchise, résiliation, token_33. Le risque observé reste contenu dans les standards du portefeuille. Le client réside principalement en zone urbain.",0,1.6346429432493235,1.348231051370718,0.20107207387598244,0.09911107741054669,-1.0139102726740858,70.00156829497378,28238.276504584777,1.0,66.62133376512394,,20.73130182506197
83.0,32158.407706093014,1.0,55.0,13.0,15866.880740597804,1.0,,441.60067659315933,6.0,,94.48821676361092,urbain,berline,,tous_risques,annuel,locataire,,non,"La fiche client a été révisée lors du dernier contrôle qualité. Le véhicule couvert est de type berline. Les informations disponibles sont compatibles avec une analyse automatisée. L'historique de sinistres est décrit comme ponctuel. Mots-clés dossier : expertise, token_19, token_56. Le niveau de garantie demandé correspond à une formule tous_risques. Le gestionnaire a intégré les mises à jour du profil assuré. Le véhicule couvert est de type berline.",0,0.9905941938018238,0.11792419307751068,0.6770991926471891,0.8447189505170631,0.8905763081188935,83.00081895158435,32158.406754360334,1.0,76.7256374659814,,0.5706241657730515
59.0,37209.43648379471,,32.0,,2723.2634952610297,,0.0,729.7873618354346,1.0,2000.0,61.28018545506928,urbain,berline,diesel,,mensuel,proprietaire,employe,non,"Les informations disponibles sont compatibles avec une analyse automatisée. L'ancienneté du contrat peut être qualifiée de intermédiaire. Le dossier a fait l'objet d'une revue selon le processus standard. Le dossier de souscription est associé à un canal web. Le type de contrat principal ressort comme auto. Mots-clés dossier : token_43, token_24, token_71. Le niveau de paiement observé est régulier. Les éléments déclaratifs ont été consolidés dans le dossier.",0,0.6984470598688731,1.1293389926813617,-0.6695196039926072,1.801389136998305,0.4724189737971124,,37209.43683753392,1.0,,35886.84571223962,4.170912846961846
66.0,,12.0,42.0,8.0,27075.810085634395,,1.0,,1.0,17246.867480985642,93.06357809768502,urbain,suv,electrique,tiers,annuel,proprietaire,cadre,non,,0,,-1.1053905493882048,-0.31545183494545714,0.8082959820090452,,65.99866655948526,32699.426329970265,,,,11.372841844191372
76.0,16081.210221843394,12.0,47.0,2.0,16943.523659187293,1.0841429491679477,0.0,824.5489039190161,5.0,,89.82382523768727,urbain,utilitaire,hybride,tiers,annuel,proprietaire,employe,,"Mots-clés dossier : token_43, indemnisation, token_77. L'ancienneté du contrat peut être qualifiée de ancienne. Le dossier de souscription est associé à un canal web. Le client présente un comportement de paiement régulier. La fiche client a été révisée lors du dernier contrôle qualité. Les informations disponibles sont compatibles avec une analyse automatisée. Le dossier ne montre pas de fréquence élevée de sinistres. L'historique de sinistres est décrit comme ponctuel.",0,1.4428360453814868,1.0671204053025556,-0.7879902226934784,0.42349513004829925,-3.914942342337133,75.99900273862247,16081.209830595692,1.0,68.90984732190935,13160.767293148834,
84.0,53469.587617331745,25.0,57.0,3.0,4639.137119663916,0.0,0.0,709.9145693334408,1.0,,65.54712109701599,,sport,,tiers_plus,annuel,proprietaire,sans_emploi,non,"Les éléments déclaratifs ont été consolidés dans le dossier. Mots-clés dossier : véhicule, token_35, token_22. La fiche client a été révisée lors du dernier contrôle qualité. Le dossier a fait l'objet d'une revue selon le processus standard. Le profil de conduite est rapproché d'un usage occasionnel. Le contexte socioprofessionnel est associé à la catégorie sans_emploi.",0,-0.8684126895808691,,,0.7187096375917014,,84.00041321214205,,1.0,73.03196190946646,47864.10273014543,22.554138561316254
54.0,47364.544354645725,10.0,25.0,18.0,14382.335105961702,2.0,0.0,577.1078418786512,6.0,26260.83997078151,113.14708775601673,rural,,essence,tous_risques,,locataire,retraite,,"Le kilométrage annuel déclaré est modéré. Le dossier de souscription est associé à un canal web. Les informations disponibles sont compatibles avec une analyse automatisée. Mots-clés dossier : token_9, token_0, échéance. La fiche client a été révisée lors du dernier contrôle qualité. Les informations disponibles sont compatibles avec une analyse automatisée.",1,0.040283988803018145,0.39140936101548507,0.06861587222899085,0.42278381699409145,0.5117572977382839,53.99895227851189,47364.54514013575,,49.55063311187841,45489.36412982331,9.5910784071404
57.0,37197.76036469659,10.0,,42.96493827127919,18208.794848125133,0.0,1.0,,6.0,2000.0,58.31203401733403,,utilitaire,electrique,tiers_plus,trimestriel,locataire,,non,"La fiche client a été révisée lors du dernier contrôle qualité. Les informations contractuelles sont cohérentes avec la demande en cours. Le niveau de paiement observé est globalement correct. Mots-clés dossier : trajet, token_16, token_4. L'ancienneté du contrat peut être qualifiée de ancienne.",1,-0.9631860577112225,-0.6286082336867237,0.13743325114734004,-0.3153870894193274,,56.99936827048534,,1.0,49.09056704114595,34665.29079854242,7.791742294345718
63.0,52515.74081248123,12.0,35.0,10.0,19553.19553104185,1.0,0.0,,6.0,2000.0,75.21771555017428,urbain,berline,hybride,tiers,,proprietaire,employe,,"Le profil de conduite est rapproché d'un usage intensif. Le véhicule assuré présente une ancienneté intermédiaire. Le dossier ne montre pas de fréquence élevée de sinistres. Mots-clés dossier : token_6, historique, token_16. L'ancienneté contractuelle contribue à un profil plutôt maîtrisé. Les éléments déclaratifs ont été consolidés dans le dossier. La fiche client a été révisée lors du dernier contrôle qualité. Le contexte socioprofessionnel est associé à la catégorie employe.",0,-0.8768905557577944,-2.3089225973193965,-0.9832003728724981,-0.6331720717490058,-0.3883412514938624,,52515.73919891948,1.0,58.01168353040343,45592.41532264288,10.78803529429603
84.0,,25.0,,3.0,,2.0,1.0,,4.0,25857.76741652393,,,berline,diesel,,mensuel,,,,"La fiche client a été révisée lors du dernier contrôle qualité. Mots-clés dossier : token_5, token_71, professionnel. L'historique de sinistres est décrit comme répété. Le gestionnaire a intégré les mises à jour du profil assuré. Le profil de conduite est rapproché d'un usage intensif. L'historique de sinistres est décrit comme répété. Le gestionnaire a intégré les mises à jour du profil assuré. L'ancienneté du contrat peut être qualifiée de ancienne.",0,-0.6319680478333367,0.19986753843671262,1.5043718991724722,-1.6217440441004665,1.3225398772234274,83.99944387330365,55329.65619695176,1.0,261.5116294021997,,23.87127648761377
,58302.50237644809,,28.0,,4162.419547020538,2.0,,831.087309730712,,2000.0,49.682945481354814,urbain,,essence,tiers,mensuel,proprietaire,independant,,"Le niveau de paiement observé est régulier. Les éléments déclaratifs ont été consolidés dans le dossier. Le dossier de souscription est associé à un canal web. La fiche client a été révisée lors du dernier contrôle qualité. Mots-clés dossier : profil, stabilité, token_5.",1,-0.3478703869444522,0.7678302384409355,-0.9613919346773699,0.14629435684511521,-1.0311753138665258,47.997920295887404,58302.50216730992,,42.115112353585225,52641.49556123566,
74.0,,10.0,,20.0,13782.47796336671,2.0,1.0,500.55451084388653,2.0,4615.904299750877,64.78383642229129,,sport,diesel,tiers_plus,mensuel,locataire,employe,non,"Mots-clés dossier : token_32, token_43, responsable. Le type de contrat principal ressort comme auto. Les éléments déclaratifs ont été consolidés dans le dossier. Le véhicule assuré présente une ancienneté élevée. Le dossier a fait l'objet d'une revue selon le processus standard. Les informations disponibles sont compatibles avec une analyse automatisée. Le contexte socioprofessionnel est associé à la catégorie employe.",1,,0.43484679574362534,-0.5798313428335565,1.7702051713731886,0.3652164202364548,73.99829333304056,38608.40554155985,1.0,67.03162727905327,37932.61008354691,9.129050985590847
36.0,30963.27940124958,3.0,15.0,7.0,27426.713726520804,0.0,1.0,618.9193564125554,1.0,14913.455893320632,72.852942034252,urbain,suv,essence,tiers,,proprietaire,employe,non,"Mots-clés dossier : professionnel, token_40, surprime. Les informations contractuelles sont cohérentes avec la demande en cours. Le type de contrat principal ressort comme auto. Le gestionnaire a intégré les mises à jour du profil assuré. Le type de contrat principal ressort comme auto.",1,-0.8568253392535717,-0.6788060515952794,,0.02069513283983248,-1.858595529565098,36.001957359868015,30963.279645897008,1.0,35.676575616309236,27921.138266314214,1.8191160807459
